agg_trade_id,timestamp_utc,timestamp_ms,symbol,price,quantity,side,is_buyer_maker
2907522748,2026-04-11T09:17:56.469000,1775899076469,ETHUSDT,2246.63,4.022,BUY,False
2907522749,2026-04-11T09:17:56.469000,1775899076469,ETHUSDT,2246.64,0.009,BUY,False
2907522750,2026-04-11T09:17:56.469000,1775899076469,ETHUSDT,2246.65,0.012,BUY,False
2907522751,2026-04-11T09:17:56.469000,1775899076469,ETHUSDT,2246.67,5.123,BUY,False
2907522752,2026-04-11T09:17:56.469000,1775899076469,ETHUSDT,2246.68,0.043,BUY,False
2907522753,2026-04-11T09:17:56.469000,1775899076469,ETHUSDT,2246.7,0.01,BUY,False
2907522754,2026-04-11T09:17:56.469000,1775899076469,ETHUSDT,2246.71,0.011,BUY,False
2907522755,2026-04-11T09:17:56.469000,1775899076469,ETHUSDT,2246.72,0.001,BUY,False
2907522756,2026-04-11T09:17:56.469000,1775899076469,ETHUSDT,2246.73,0.009,BUY,False
2907522757,2026-04-11T09:17:56.469000,1775899076469,ETHUSDT,2246.74,0.022,BUY,False
2907522758,2026-04-11T09:17:56.469000,1775899076469,ETHUSDT,2246.75,0.009,BUY,False
2907522759,2026-04-11T09:17:56.469000,1775899076469,ETHUSDT,2246.77,0.021,BUY,False
2907522760,2026-04-11T09:17:56.469000,1775899076469,ETHUSDT,2246.79,1.83,BUY,False
2907522761,2026-04-11T09:17:56.469000,1775899076469,ETHUSDT,2246.8,0.011,BUY,False
2907522762,2026-04-11T09:17:56.470000,1775899076470,ETHUSDT,2246.81,0.001,BUY,False
2907522763,2026-04-11T09:17:56.470000,1775899076470,ETHUSDT,2246.82,0.009,BUY,False
2907522764,2026-04-11T09:17:56.470000,1775899076470,ETHUSDT,2246.83,0.012,BUY,False
2907522765,2026-04-11T09:17:56.470000,1775899076470,ETHUSDT,2246.86,0.021,BUY,False
2907522766,2026-04-11T09:17:56.470000,1775899076470,ETHUSDT,2246.88,0.001,BUY,False
2907522767,2026-04-11T09:17:56.470000,1775899076470,ETHUSDT,2246.89,0.011,BUY,False
2907522768,2026-04-11T09:17:56.470000,1775899076470,ETHUSDT,2246.9,0.001,BUY,False
2907522769,2026-04-11T09:17:56.470000,1775899076470,ETHUSDT,2246.92,0.012,BUY,False
2907522770,2026-04-11T09:17:56.470000,1775899076470,ETHUSDT,2246.95,0.011,BUY,False
2907522771,2026-04-11T09:17:56.470000,1775899076470,ETHUSDT,2246.97,0.001,BUY,False
2907522772,2026-04-11T09:17:56.470000,1775899076470,ETHUSDT,2246.98,0.011,BUY,False
2907522773,2026-04-11T09:17:56.470000,1775899076470,ETHUSDT,2246.99,1.831,BUY,False
2907522774,2026-04-11T09:17:56.470000,1775899076470,ETHUSDT,2247.0,120.638,BUY,False
2907522775,2026-04-11T09:17:56.470000,1775899076470,ETHUSDT,2246.57,10.154,SELL,True
2907522776,2026-04-11T09:17:56.470000,1775899076470,ETHUSDT,2246.54,0.92,SELL,True
2907522777,2026-04-11T09:17:56.470000,1775899076470,ETHUSDT,2246.95,0.001,BUY,False
2907522778,2026-04-11T09:17:56.470000,1775899076470,ETHUSDT,2247.0,6.754,BUY,False
2907522779,2026-04-11T09:17:56.470000,1775899076470,ETHUSDT,2246.54,0.296,SELL,True
2907522780,2026-04-11T09:17:56.470000,1775899076470,ETHUSDT,2247.0,7.125,BUY,False
2907522781,2026-04-11T09:17:56.470000,1775899076470,ETHUSDT,2246.99,6.01,SELL,True
2907522782,2026-04-11T09:17:56.470000,1775899076470,ETHUSDT,2246.57,0.327,SELL,True
2907522783,2026-04-11T09:17:56.470000,1775899076470,ETHUSDT,2246.99,0.584,SELL,True
2907522784,2026-04-11T09:17:56.470000,1775899076470,ETHUSDT,2246.57,0.173,SELL,True
2907522785,2026-04-11T09:17:56.470000,1775899076470,ETHUSDT,2247.0,0.121,BUY,False
2907522786,2026-04-11T09:17:56.470000,1775899076470,ETHUSDT,2246.57,2.801,SELL,True
2907522787,2026-04-11T09:17:56.470000,1775899076470,ETHUSDT,2247.0,0.009,BUY,False
2907522788,2026-04-11T09:17:56.470000,1775899076470,ETHUSDT,2247.01,0.013,BUY,False
